Folder-Label,Job-Vacancy,Keywords
KPO-BPO,[18],"[""'customer"", 'care', 'executive', 'company', 'konnect', 'bpo', 'colombo', 'job', 'categories', 'service', 'call', 'centerschool', 'leaversbpo', 'kpo', 'were', 'hiring', 'we', 'looking', 'individuals', 'interested', 'growing', 'us', 'if', 'want', 'part', 'desire', 'develop', 'personally', 'professionally', 'reach', 'would', 'love', 'hear', 'regardless', 'experience', 'level', 'qualification', 'need', 'successful', 'completion', 'gce', 'ol', 'al', 'age', 'fluency', 'english', 'sinhala', 'tamil', 'months', 'year', 'center', 'ability', 'work', 'pressure', 'what', 'offer', 'selected', 'candidates', 'offered', 'attractive', 'remuneration', 'package', 'industry', 'standard', 'fun', 'working', 'environment', 'please', 'click', 'apply', 'button', 'send', 'cv', ""via'""]"
KPO-BPO,[19],"[""'executivesenior"", 'executive', 'hindi', 'job', 'konnect', 'bpo', 'colombo', 'sri', 'lanka', 'company', 'categories', 'kpo', 'customer', 'service', 'call', 'center', 'we', 'looking', 'representatives', 'liaison', 'current', 'potential', 'customers', 'please', 'refer', 'advert', 'information', 'are', 'hiring', 'senior', 'the', 'ideal', 'candidates', 'may', 'handle', 'high', 'volume', 'outbound', 'calls', 'what', 'need', 'strong', 'command', 'english', 'ability', 'speak', 'indian', 'language', 'would', 'added', 'advantage', 'an', 'energetic', 'personality', 'go-getter', 'attitude', 'previous', 'experience', 'work', 'pressure', 'age', 'offer', 'attractive', 'remuneration', 'packages', 'industry', 'standards', 'basic', 'salary', 'rs', 'monthly', 'attendance', 'bonuses', 'performance', 'incentives', 'fun', ""working'""]"
Accounting-Auditing-Finance,[20],"[""'tele"", 'marekting', 'executive', 'company', '-saknowledge', 'services', 'pvt', 'ltd', 'colombo', 'job', 'categories', 'customer', 'service', 'call', 'centersales', 'marketing', 'new', 'business', 'developmentschool', 'leaversbpo', 'kpo', 'were', 'looking', 'school-leavers', 'experienced', 'individuals', 'join', 'us', 'knowledge', 'saks', 'global', 'outsourcing', 'arm', 'st', 'anthonys', 'group', 'industries', 'specializing', 'process', 'management', 'key', 'areas', 'finance', 'accounting', 'automation', 'data', 'science', 'ai', 'mobility', 'experience', 'we', 'cater', 'diverse', 'portfolio', 'clients', 'uk', 'australia', 'sri', 'lanka', 'fun', 'enthusiastic', 'energetic', 'passionate', 'focused', 'contact', 'centre', 'operation', 'teams', 'if', 'good', 'communicator', 'providing', 'excellent', 'love', 'technology', 'thrive', 'fast-paced', 'challenging', 'environment', 'connect', 'range', 'people', 'the', 'ideal', 'candidate', 'previous', 'would', 'added', 'advantage', 'great', 'communication', 'skills', 'english', 'sinhala', 'tamil', 'successful', 'completion', 'gce', 'ol', 'pass', 'mathematics', 'aged', 'basic', 'it', 'keen', 'learn', 'ability', 'multitask', 'telephone', 'manner', 'voice', 'quality', 'team', 'player', 'positive', 'customer-oriented', 'attitude', 'willingness', 'work', 'shiftrotational', 'basis', 'support', 'operations', 'weekends', 'holidays', 'role', 'plus', 'travelling', 'distance', 'within', '25km', 'radius', 'address', 'given', 'what', 'offer', 'you', 'attractive', 'salary', 'comfortable', 'friendly', 'working', 'leading', 'industry', 'training', 'soft', 'based', 'operational', 'requirements', 'feel', 'interested', 'apply', 'please', 'click', 'button', 'upload', 'cv', ""via'""]"
KPO-BPO,[22],"[""'client"", 'relationship', 'executive', 'company', '-arceus', 'bpo', 'pvt', 'ltd', 'colombo', 'job', 'categories', 'customer', 'service', 'call', 'centersales', 'marketing', 'new', 'business', 'developmentschool', 'leaversbpo', 'kpo', 'client', 'executives', 'candidates', 'speak', 'english', 'hindi', 'tamil', 'telugu', 'malayalam', 'kannada', 'languages', 'encouraged', 'apply', 'basic', 'salary', 'commissions', 'rs40000', 'rs200000', 'plus', 'responsibilities', 'operate', 'point', 'contact', 'assigned', 'clients', 'develops', 'maintains', 'long-term', 'relationships', 'accounts', 'forecasts', 'tracks', 'metrics', 'manage', 'projects', 'within', 'working', 'carry', 'goals', 'meeting', 'multiple', 'concurrently', 'often', 'deadlines', 'skills', 'strong', 'communication', 'must', 'telesales', 'experience', 'added', 'advantage', 'dynamic', 'innovative', 'target', 'driven', 'ability', 'work', 'high-pressure', 'fast-moving', 'environment', 'residing', 'areas', 'would', 'preferred', 'please', 'click', 'button', 'send', 'cv', 'via', 'xpress', 'jobs', 'temple', 'lane', ""entrance'""]"
KPO-BPO,[23],"[""'client"", 'relationship', 'executive', 'company', '-arceus', 'bpo', 'pvt', 'ltd', 'colombo', 'job', 'categories', 'customer', 'service', 'call', 'centersales', 'marketing', 'new', 'business', 'developmentschool', 'leaversbpo', 'kpo', 'client', 'executives', 'candidates', 'speak', 'english', 'hindi', 'tamil', 'telugu', 'malayalam', 'kannada', 'languages', 'encouraged', 'apply', 'basic', 'salary', 'commissions', 'rs40000', 'rs200000', 'plus', 'responsibilities', 'operate', 'point', 'contact', 'assigned', 'clients', 'develops', 'maintains', 'long-term', 'relationships', 'accounts', 'forecasts', 'tracks', 'metrics', 'manage', 'projects', 'within', 'working', 'carry', 'goals', 'meeting', 'multiple', 'concurrently', 'often', 'deadlines', 'skills', 'strong', 'communication', 'must', 'telesales', 'experience', 'added', 'advantage', 'dynamic', 'innovative', 'target', 'driven', 'ability', 'work', 'high-pressure', 'fast-moving', 'environment', 'residing', 'areas', 'would', 'preferred', 'please', 'click', 'button', 'send', 'cv', 'via', 'xpress', 'jobs', 'temple', 'lane', ""entrance'""]"
KPO-BPO,[26],"[""'group"", 'client', 'manager', 'company', '-konnect', 'bpo', 'colombo', 'job', 'categories', 'media', 'advertising', 'communication', 'designsales', 'marketing', 'new', 'business', 'developmentbusiness', 'managementbpo', 'kpo', 'konnect', 'technologies', 'pvt', 'ltd', 'leading', 'rapidly', 'developing', 'sri', 'lanka', 'the', 'organization', 'offers', 'uninterrupted', 'high-end', 'services', 'intense', 'outsourcing', 'solutions', 'valued', 'clients', 'achieve', 'goals', 'survive', 'high', 'competitive', 'world', 'key', 'responsiblities', 'dedicated', 'enthusiastic', 'team', 'player', 'ensuring', 'smooth', 'ties', 'operation', 'sales', 'customer', 'explore', 'opportunities', 'expansion', 'order', 'boost', 'projects', 'profitability', 'put', 'ideas', 'best', 'practices', 'place', 'push', 'efforts', 'forward', 'progress', 'project', 'led', 'managed', 'reviewed', 'evaluated', 'handle', 'escalated', 'consumer', 'inquiries', 'complaints', 'directly', 'proactively', 'oversight', 'outbound', 'activities', 'processes', 'derivation', 'implementation', 'improved', 'approaches', 'cooperation', 'support', 'provision', 'advice', 'related', 'issues', 'creation', 'plans', 'schedules', 'accomplish', 'objectives', 'setting', 'weekly', 'monthly', 'targets', 'training', 'junior', 'tele', 'staff', 'monitoring', 'performance', 'skills', 'and', 'qualification', 'minimum', 'years', 'management', 'experience', 'should', 'handled', 'least', 'including', 'tls', 'degree', 'preferred', 'hands', 'calls', 'proficient', 'ms', 'office', 'self-motivated', 'ability', 'work', 'minimal', 'supervision', 'strong', 'presentation', 'analytical', 'please', 'click', 'apply', 'button', 'send', 'cv', ""via'""]"
Media-Advert-Communication,[26],"[""'group"", 'client', 'manager', 'company', '-konnect', 'bpo', 'colombo', 'job', 'categories', 'media', 'advertising', 'communication', 'designsales', 'marketing', 'new', 'business', 'developmentbusiness', 'managementbpo', 'kpo', 'konnect', 'technologies', 'pvt', 'ltd', 'leading', 'rapidly', 'developing', 'sri', 'lanka', 'the', 'organization', 'offers', 'uninterrupted', 'high-end', 'services', 'intense', 'outsourcing', 'solutions', 'valued', 'clients', 'achieve', 'goals', 'survive', 'high', 'competitive', 'world', 'key', 'responsiblities', 'dedicated', 'enthusiastic', 'team', 'player', 'ensuring', 'smooth', 'ties', 'operation', 'sales', 'customer', 'explore', 'opportunities', 'expansion', 'order', 'boost', 'projects', 'profitability', 'put', 'ideas', 'best', 'practices', 'place', 'push', 'efforts', 'forward', 'progress', 'project', 'led', 'managed', 'reviewed', 'evaluated', 'handle', 'escalated', 'consumer', 'inquiries', 'complaints', 'directly', 'proactively', 'oversight', 'outbound', 'activities', 'processes', 'derivation', 'implementation', 'improved', 'approaches', 'cooperation', 'support', 'provision', 'advice', 'related', 'issues', 'creation', 'plans', 'schedules', 'accomplish', 'objectives', 'setting', 'weekly', 'monthly', 'targets', 'training', 'junior', 'tele', 'staff', 'monitoring', 'performance', 'skills', 'and', 'qualification', 'minimum', 'years', 'management', 'experience', 'should', 'handled', 'least', 'including', 'tls', 'degree', 'preferred', 'hands', 'calls', 'proficient', 'ms', 'office', 'self-motivated', 'ability', 'work', 'minimal', 'supervision', 'strong', 'presentation', 'analytical', 'please', 'click', 'apply', 'button', 'send', 'cv', ""via'""]"
Sales-Marketing-Merchandising,[26],"[""'group"", 'client', 'manager', 'company', '-konnect', 'bpo', 'colombo', 'job', 'categories', 'media', 'advertising', 'communication', 'designsales', 'marketing', 'new', 'business', 'developmentbusiness', 'managementbpo', 'kpo', 'konnect', 'technologies', 'pvt', 'ltd', 'leading', 'rapidly', 'developing', 'sri', 'lanka', 'the', 'organization', 'offers', 'uninterrupted', 'high-end', 'services', 'intense', 'outsourcing', 'solutions', 'valued', 'clients', 'achieve', 'goals', 'survive', 'high', 'competitive', 'world', 'key', 'responsiblities', 'dedicated', 'enthusiastic', 'team', 'player', 'ensuring', 'smooth', 'ties', 'operation', 'sales', 'customer', 'explore', 'opportunities', 'expansion', 'order', 'boost', 'projects', 'profitability', 'put', 'ideas', 'best', 'practices', 'place', 'push', 'efforts', 'forward', 'progress', 'project', 'led', 'managed', 'reviewed', 'evaluated', 'handle', 'escalated', 'consumer', 'inquiries', 'complaints', 'directly', 'proactively', 'oversight', 'outbound', 'activities', 'processes', 'derivation', 'implementation', 'improved', 'approaches', 'cooperation', 'support', 'provision', 'advice', 'related', 'issues', 'creation', 'plans', 'schedules', 'accomplish', 'objectives', 'setting', 'weekly', 'monthly', 'targets', 'training', 'junior', 'tele', 'staff', 'monitoring', 'performance', 'skills', 'and', 'qualification', 'minimum', 'years', 'management', 'experience', 'should', 'handled', 'least', 'including', 'tls', 'degree', 'preferred', 'hands', 'calls', 'proficient', 'ms', 'office', 'self-motivated', 'ability', 'work', 'minimal', 'supervision', 'strong', 'presentation', 'analytical', 'please', 'click', 'apply', 'button', 'send', 'cv', ""via'""]"
R&D-Science-Research,[28],"[""'business"", 'development', 'advisor', 'sri', 'lanka', 'clean', 'cities', 'blue', 'ocean', 'company', '-tetra', 'tech', 'international', 'job', 'categories', 'the', 'usaid-funded', 'project', 'usa', 'implemented', 'tetra', 'currently', 'accepting', 'expressions', 'interest', 'this', 'position', 'located', 'colombo', 'assignment', 'completed', 'june', 'december', 'ccbo', 'activity', 'five-year', 'initiative', 'usaid', 'serve', 'usaid’s', 'flagship', 'program', 'target', 'plastics', 'directly', 'source', 'towns', 'works', 'prevent', 'plastic', 'pollution', 'building', 'capacity', 'commitment', 'reducing', 'reusing', 'recycling', '3rs', 'solid', 'waste', 'management', 'swm', 'urban', 'peri-urban', 'settings', 'particularly', 'riverine', 'coastal', 'areas', 'multiple', 'missions', 'country-specific', 'implementation', 'national', 'local', 'activities', 'usaidwashington', 'global-level', 'responsibilities', 'research', 'identify', 'innovative', 'scalable', 'enterprises', 'bring', 'impactful', 'solutions', '3rswm', 'team', 'business', 'expansion', 'prepare', 'justification', 'documents', 'selection', 'support', 'achieving', 'ccbo’s', 'main', 'indicators', 'analysis', 'current', 'status', 'including', 'financial', 'feasibility', 'market', 'demand', 'segments', 'niches', 'targeted', 'sustainable', 'model', 'marketing', 'plan', 'individual', 'gaps', 'recommend', 'reaching', 'microfinance', 'required', 'match', 'private', 'sector', 'investmentfinancing', 'necessary', 'negotiate', 'investment', 'connect', 'engagement', 'site', 'ongoing', 'initiatives', 'better', 'impact', 'managing', 'wasteswm', 'qualifications', 'bachelor’s', 'degree', 'economics', 'relations', 'social', 'science', 'political', 'another', 'related', 'field', 'at', 'least', 'three', 'years', 'relevant', 'work', 'experience', 'conducting', 'developing', 'plans', 'to', 'come', 'incubation', 'partnerships', 'identifying', 'partnership', 'opportunities', 'brokering', 'cultivating', 'relationships', 'designing', 'arrangements', 'facilitating', 'partner', 'negotiations', 'formalizing', 'deal', 'structures', 'working', 'stakeholders', 'across', 'public', 'nonprofit', 'sectors', 'existing', 'network', 'contacts', 'draw', 'upon', 'respect', 'public-private', 'sufficient', 'reputed', 'history', 'engaging', 'strategies', 'should', 'date', 'news', 'organizational', 'changes', 'economic', 'context', 'may', 'useful', 'decision-making', 'strategizing', 'substantive', 'networking', 'collaboration', 'considered', 'applicants', 'must', 'submit', 'following', 'part', 'online', 'application', 'process', 'cover', 'letter', 'cv', 'reverse', 'chronological', 'format', 'please', 'ensure', 'cvresume', 'uploaded', 'requested', 'documentation', 'incomplete', 'applications', 'andor', 'corrupt', 'files', 'delay', 'processing', 'remove', 'consideration', 'meet', 'minimum', 'requirements', 'listed', 'no', 'phone', 'calls', 'accepted', 'health', 'safety', 'play', 'vital', 'role', 'success', 'tech’s', 'employees', 'together', 'comply', 'applicable', 'practices', 'protocols', 'orders', 'regulations', 'covid-19', 'mandated', 'state', 'federal', 'authorities', 'leading', 'provider', 'consulting', 'engineering', 'technical', 'services', 'worldwide', 'our', 'reputation', 'rests', 'expertise', 'dedication', 'people', 'disciplines', 'time', 'zones', 'provide', 'smart', 'challenging', 'projects', 'we', 'proud', 'home', 'experts', 'water', 'environment', 'infrastructure', 'resource', 'energy', 'combines', 'resources', 'global', 'multibillion', 'dollar', 'client-focused', 'delivery', 'locations', 'around', 'world', 'offer', 'competitive', 'compensation', 'benefits', 'searching', 'join', 'teams', 'equal', 'opportunity', 'employer', ""eoe'""]"
Media-Advert-Communication,[30],"[""'sri"", 'lanka', 'project', 'development', 'officer', 'colombo', 'company', '-agency', 'technical', 'cooperation', 'job', 'categories', 'international', 'since', 'non-governmental', 'organization', 'acted', 'committed', 'immediate', 'humanitarian', 'relief', 'support', 'urgent', 'need', 'protect', 'people’s', 'dignity', 'co-creating', 'longer', 'term', 'opportunities', 'sustainable', 'growth', 'fulfilling', 'potential', 'endeavors', 'respond', 'crises', 'build', 'resilience', 'promote', 'inclusive', 'co-construct', 'effective', 'governance', 'building', 'civil', 'society', 'worldwide', 'investing', 'people', 'we', 'go', 'last', 'mile', 'acted’s', 'mission', 'save', 'lives', 'meeting', 'needs', 'hard-to-reach', 'areas', 'with', 'team', 'national', 'staff', 'active', 'countries', 'implements', 'projects', 'year', 'reaching', 'million', 'beneficiaries', 'present', 'ever', 'january', 'aftermath', 'violent', 'tsunami', 'struck', 'east', 'coast', 'island', 'december', 'deployment', 'disaster', 'rehabilitation', 'activities', 'eastern', 'province', 'ngo', 'remained', 'mobilized', 'specific', 'emergencies', 'caused', 'particular', 'natural', 'disasters', 'worked', 'communities', 'local', 'vulnerable', 'you', 'charge', 'fundraising', 'context', 'analysis', 'analyse', 'country’s', 'socio-economic', 'situation', 'donor', 'trends', 'gaps', 'regularly', 'conduct', 'stakeholder', 'external', 'relations', 'maintain', 'regular', 'working', 'relationships', 'donors', 'ngos', 'un', 'agencies', 'clusters', 'groups', 'alliance2015', 'consortia', 'academia', 'update', 'directory', 'partners', 'stakeholders', 'contribute', 'reporting', 'authorities', 'required', 'registrationlegal', 'status', 'country', 'in', 'absence', 'coordinators', 'represent', 'key', 'group', 'meetings', 'proposal', 'identify', 'funding', 'identification', 'relevant', 'andor', 'private', 'sector', 'think', 'tanks', 'etc', 'included', 'proposals', 'liaise', 'ameu', 'tors', 'assessments', 'conducted', 'request', 'input', 'logframe', 'esp', 'formulation', 'smart', 'indicators', 'documents', 'be', 'expression', 'interests', 'concept', 'notes', 'line', 'strategy', 'requirements', 'close', 'collaboration', 'hq', 'gmu', 'grant', 'management', 'unit', 'finance', 'area', 'managers', 'ensure', 'technically', 'sound', 'integrate', 'learning', 'previous', 'interventions', 'eg', 'lessons', 'learnt', 'best', 'practices', 'new', 'involve', 'flats', 'teams', 'particularly', 'budget', 'logistics', 'case', 'procurement', 'rules', 'contracting', 'addressing', 'timely', 'manner', 'comments', 'liaison', 'read', 'thoroughly', 'contracts', 'signature', 'seeking', 'advice', 'contract', 'follow-up', 'contractual', 'obligations', 'including', 'visibility', 'deadlines', 'known', 'met', 'programme', 'when', 'issue', 'identified', 'deliverables', 'given', 'timeframe', 'inform', 'seek', 'program', 'department', 'solutions', 'would', 'meet', 'participate', 'take', 'minutes', 'kick-off', 'write', 'quality', 'narrative', 'reports', 'reflecting', 'progress', 'transparent', 'professional', 'ultimately', 'steady', 'cash', 'inflow', 'work', 'relation', 'incorporate', 'ame', 'data', 'incl', 'process', 'output', 'outcome', 'impact', 'review', 'me', 'preparing', 'especially', 'greater', 'coherence', 'financial', 'crosschecking', 'matching', 'monthly', 'follow', 'up', 'rfu', 'smooth', 'communication', 'ad', 'hoc', 'requests', 'addressed', 'cd', 'partner', 'develop', 'agreements', 'coordination', 'report', 'qualitative', 'per', 'agreement', 'internal', 'if', 'any', 'manage', 'intern', 'assistants', 'following', 'plans', 'day-to-day', 'mentor', 'pdi', 'and', 'pda', 'aim', 'strengthening', 'capacity', 'facilitate', 'interdepartmental', 'information', 'sharing', 'base', 'capital', 'even', 'regional', 'offices', 'taking', 'various', 'sent', 'keep', 'updated', 'latest', 'developments', 'challenges', 'way', 'forward', 'filing', 'file', 'properly', 'hard', 'soft', 'copies', 'resource', 'centre', 'office', 'appropriate', 'resources', 'feeding', 'informal', 'updates', 'flash', 'news', 'pictures', 'articles', 'events', 'tools', 'limited', 'newsletter', 'websites', 'annual', 'design', 'publications', 'dissemination', 'availability', 'well', 'capitalization', 'media', 'expected', 'skills', 'qualifications', 'master', 'level', 'education', 'field', 'political', 'science', 'years', 'experience', 'position', 'related', 'knowledge', 'writing', 'grants', 'aid', 'system', 'ability', 'understand', 'systems', 'strong', 'oral', 'written', 'analytical', 'interpersonal', 'multicultural', 'fast-paced', 'environment', 'pressure', 'good', 'spirit', 'diverse', 'profiles', 'conditions', 'salary', 'defined', 'grid', 'depending', 'expertise', 'security', 'living', 'allowance', 'usd', 'lodging', 'food', 'provided', 'guesthouse', 'housing', 'lenght', 'assignement', 'flight', 'tickets', 'visa', 'taken', 'provision', 'medical', ""repatriation'""]"
IT-Software-DB-QA-Web-Graphics-GIS,[33],"[""'ifs"", 'security', 'operations', 'centre', 'soc', 'manager', 'company', '-ifs', 'sri', 'lanka', 'job', 'categories', 'description', 'at', 'work', 'growing', 'global', 'enterprise', 'software', 'built', 'upon', 'committed', 'empowered', 'colleagues', 'come', 'knowing', 'making', 'difference', 'we', 'everyday', 'customers', 'continue', 'challenge', 'markets', 'competitors', 'as', 'challenger', 'partner', 'guide', 'digital', 'transformations', 'extract', 'value', 'solutions', 'take', 'pride', 'ensuring', 'employees', 'able', 'achieve', 'goals', 'well', 'develop', 'career', 'believe', 'autonomy', 'part', 'winning', 'team', 'keys', 'success', 'makes', 'us', 'great', 'forthechallengers', 'resonates', 'would', 'love', 'hear', 'equal', 'opportunity', 'employer', 'diversity', 'discriminate', 'basis', 'race', 'religion', 'national', 'origin', 'gender', 'sexual', 'orientation', 'age', 'marital', 'status', 'disability', 'corporate', 'services', 'cos', 'responsible', 'information', 'systems', 'across', 'organisation', 'the', 'position', 'leads', 'existing', 'bringing', 'experience', 'managing', 'event', 'mitigation', 'remediation', 'proactive', 'threat', 'hunting', 'help', 'protect', 'it', 'infrastructure', 'range', 'threats', 'this', 'vacancy', 'successful', 'candidate', 'located', 'one', 'locations', 'uk', 'sweden', 'india', 'consciously', 'geographically', 'distributed', 'single', 'points', 'failure', 'support', '“follow', 'sun”', 'model', 'continuous', 'service', 'availability', 'working', 'hours', 'normally', 'conform', 'local', 'office', 'limited', 'periods', 'outside', 'time', 'frame', 'may', 'necessary', 'response', 'specific', 'projects', 'events', 'appropriate', 'compensation', 'included', 'within', 'offer', 'employment', 'member', 'supports', 'head', 'implementing', 'maintaining', 'monitoring', 'accordance', 'strategy', 'primary', 'responsibilities', 'role', 'comprises', 'following', 'coordinate', 'functional', 'activities', 'feeds', 'appropriately', 'handled', 'timely', 'responsive', 'manner', 'lead', 'execution', 'incident', 'analysis', 'assessment', 'establish', 'maintain', 'kpis', 'metrics', 'ensure', 'high', 'level', 'effectiveness', 'productivity', 'operational', 'readiness', 'evaluate', 'new', 'intelligence', 'sources', 'best', 'business', 'oversight', 'provide', 'management', 'identification', 'triage', 'key', 'incidents', 'produce', 'review', 'aggregated', 'performance', 'function', 'report', 'monthly', 'board', 'meetings', 'manage', 'increase', 'efficiency', 'continued', 'improvement', 'coordination', 'communication', 'functions', 'overall', 'responsibility', 'provider', 'orange', 'cyber', 'defence', 'delivery', 'developing', 'short', 'long', 'term', 'planning', 'including', 'initiatives', 'geared', 'toward', 'excellence', 'operation', 'three', 'shift', 'resourcing', 'pattern', 'facilitate', 'technical', 'competencies', 'holistic', 'pragmatic', 'view', 'risk', 'controls', 'practices', 'fit', 'priorities', 'self-motivated', 'ability', 'autonomously', 'required', 'leading', 'teams', 'good', 'prioritisation', 'skills', 'drive', 'quality', 'throughput', 'highlighted', 'risks', 'line', 'external', 'supplier', 'very', 'presentation', 'behavioural', 'attributes', 'passion', 'keen', 'interest', 'serve', 'ambassador', 'practice', 'promoting', 'helping', 'healthy', 'engaged', 'culture', 'excellent', 'analytical', 'problem', 'solving', 'think', 'like', 'adversary', 'whilst', 'operating', 'meticulously', 'policies', 'code', 'conduct', 'strong', 'organisational', 'efficiently', 'inter-personnel', 'share', 'knowledge', 'others', 'prioritising', 'focusing', 'matters', 'particular', 'task', 'set', 'tasks', 'an', 'pressure', 'particularly', 'dealing', 'situations', 'demand', 'qualifications', 'essential', 'bachelor’s', 'degree', 'equivalent', 'technology', 'minimum', 'years', 'desirable', 'any', 'certificationsformal', 'training', 'advantage', 'certification', 'microsoft', 'azure', 'certified', 'analyst', 'ethical', 'hacker', 'mitre', 'attack', 'framework', 'network', 'certifications', 'ccna', 'ccnas', 'pcnsa', 'cloud', 'aws', 'sa', 'sc-200', 'az-500', 'additional', 'develops', 'delivers', 'around', 'world', 'manufacture', 'distribute', 'goods', 'assets', 'service-focused', 'industry', 'expertise', 'people', 'together', 'commitment', 'made', 'recognised', 'leader', 'recommended', 'sector', 'our', 'worldwide', 'offices', 'ecosystem', 'partners', 'for', ""visit'""]"
Hardware-Networks-Systems,[36],"[""'information"", 'security', 'analyst', 'company', '-wiley', 'sri', 'lanka', 'colombo', 'job', 'categories', 'location', 'wiley', 'global', 'technology', 'pvt', 'ltd', 'our', 'mission', 'unlock', 'human', 'potential', 'we', 'welcome', 'background', 'bring', 'embrace', 'individuals', 'get', 'excited', 'learning', 'experiences', 'perspectives', 'passion', 'it’s', 'differences', 'empower', 'way', 'world', 'learns', 'about', 'role', 'as', 'soc', 'engineer', 'use', 'defensive', 'measures', 'information', 'collected', 'variety', 'sources', 'detect', 'analyze', 'mitigate', 'events', 'occur', 'might', 'within', 'network', 'order', 'protect', 'systems', 'networks', 'threats', 'core', 'responsibilities', 'how', 'make', 'impact', 'receive', 'alerts', 'various', 'enterprise', 'determine', 'possible', 'causes', 'provide', 'timely', 'detection', 'identification', 'attacksintrusions', 'anomalous', 'activities', 'misuse', 'distinguish', 'incidents', 'benign', 'identifies', 'false-positives', 'false-negatives', 'alerting', 'create', 'test', 'new', 'opportunities', 'based', 'analytical', 'methods', 'like', 'anomaly', 'malicious', 'techniques', 'correlate', 'incident', 'data', 'identify', 'specific', 'vulnerabilities', 'recommendations', 'enable', 'expeditious', 'remediation', 'aide', 'cybersecurity', 'response', 'efforts', 'what', 'look', 'for', 'minimum', 'years', 'experience', 'working', 'operations', 'center', 'functioning', 'analysis', 'attack', 'computer', 'defense', 'cnd', 'capacity', 'this', 'requires', 'effectively', 'communicating', 'event', 'details', 'technical', 'audiences', 'cyber', 'organization', 'groups', 'tcpip', 'ipv6', 'unix', 'windows', 'http', 'related', 'tools', 'required', 'the', 'ideal', 'candidate', 'significant', 'previous', 'environment', 'following', 'comprehensive', 'understanding', 'regular', 'expressions', 'database', 'structure', 'queries', 'knowledge', 'common', 'eg', 'ping', 'traceroute', 'nslookup', 'services', 'attacks', 'ability', 'conduct', 'packet', 'decode', 'perform', 'packet-level', 'using', 'appropriate', 'wireshark', 'tcpdump', 'skilled', 'conducting', 'vulnerability', 'scans', 'recognizing', 'intrusion', 'system', 'ids', 'applications', 'methodologies', 'detecting', 'host', 'network-based', 'intrusions', 'via', 'technologies', 'malware', 'reverse', 'engineering', 'assist', 'static', 'dynamic', 'troubleshoot', 'basic', 'operating', 'systems-related', 'issues', 'windowsunix', 'ports', 'command', 'line', 'design', 'defense-in-depth', 'principles', 'architecture', 'reviewing', 'raw', 'log', 'files', 'correlation', 'ie', 'firewall', 'flow', 'logs', 'mapping', 'recreating', 'topologies', 'scripting', 'language', 'perl', 'ruby', 'python', 'bash', 'forensics', 'ex', 'elk', 'splunk', 'work', 'shift', 'basis', 'covering', 'roster', 'your', 'expertise', 'combined', 'desire', 'innovative', 'asset', 'team', 'enabling', 'discovery', 'powering', 'education', 'shaping', 'workforces', 'clear', 'seekers', 'illuminating', 'path', 'forward', 'research', 'tearing', 'barriers', 'society’s', 'advancement', 'giving', 'help', 'need', 'turn', 'steps', 'strides', 'may', 'founded', 'two', 'centuries', 'ago', 'secret', 'success', 'remains', 'same', 'people', 'willing', 'challenge', 'status', 'quo', 'move', 'needle', 'wiley’s', 'headquarters', 'located', 'hoboken', 'jersey', 'across', 'globe', 'countries', 'please', 'attach', 'cv', ""considered'""]"
